
1	58	135
2	58	16.3
3	58	15.5
4	58	10.7
5	58	10.7
6	58	20.2
7	58	16.4
8	58	13.5
9	58	17.6
10	58	11.1
11	58	11.3
12	58	15.8
13	58	11.4
14	58	21.9
15	58	109
16	58	18.3
17	58	95.9
18	58	16.9
19	58	16.7
20	58	14.9
21	58	10.7
22	58	16.8
23	58	17.3
24	58	9.80
25	58	9.74
26	58	14.8
27	58	15.0
28	58	14.7
29	58	39.5
30	58	121
31	58	45.8
32	58	16.4
33	58	11.3
34	58	12.8
35	58	9.92
36	58	17.7
37	58	17.1
38	58	14.4
39	58	11.1
40	58	17.3
41	58	19.9
42	58	22.1
43	58	11.3
44	58	9.54
45	58	37.4
46	58	79.3
47	58	20.5
48	58	21.5
49	58	13.2
50	58	13.0
51	58	13.0
52	58	11.9
53	58	10.9
54	58	11.2
55	58	11.7
56	58	19.0
57	58	9.67
58	58	17.6
59	58	135
60	58	67.2
61	58	110
62	58	14.4
63	58	10.8
64	58	12.8
65	58	9.21
66	58	13.1
67	58	9.61
68	58	13.3
69	58	9.64
70	58	15.5
71	58	9.81
72	58	11.8
73	58	12.7
74	58	29.2
75	58	85.8
76	58	10.3
77	58	74.7
78	58	10.2
79	58	14.9
80	58	11.4
81	58	9.74
82	58	11.6
83	58	17.0
84	58	13.8
85	58	10.6
86	58	12.8
87	58	9.60
88	58	9.45
89	58	24.4
90	58	115
91	58	31.8
92	58	108
93	58	9.36
94	58	20.1
95	58	11.8
96	58	18.5
97	58	19.9
98	58	13.3
99	58	10.7
100	58	12.9
101	58	12.0
102	58	9.91
103	58	9.43
104	58	82.2
105	58	137
106	58	72.7
107	58	10.5
108	58	12.3
109	58	21.2
110	58	11.1
111	58	13.3
112	58	11.3
113	58	11.7
114	58	9.56
115	58	9.35
116	58	22.4
117	58	20.7
118	58	12.4
119	58	115
120	58	58.1
121	58	97.9
122	58	10.6
123	58	15.3
124	58	17.7
125	58	12.9
126	58	10.6
127	58	17.6
128	58	13.7
129	58	10.1
130	58	9.43
131	58	14.3
132	58	15.4
133	58	12.6
134	58	146
135	58	17.0
136	58	130
137	58	11.5
138	58	9.40
139	58	9.79
140	58	13.9
141	58	14.5
142	58	11.1
143	58	12.6
144	58	14.9
145	58	9.36
146	58	9.04
147	58	12.9
148	58	26.1
149	58	29.2
150	58	73.9
151	58	11.2
152	58	13.5
153	58	11.3
154	58	13.1
155	58	10.1
156	58	19.2
157	58	10.2
158	58	9.88
159	58	10.6
160	58	9.91
161	58	11.5
162	58	13.2
163	58	11.6
164	58	39.8
165	58	108
166	58	33.5
167	58	19.6
168	58	17.0
169	58	12.2
170	58	11.5
171	58	13.8
172	58	13.3
173	58	10.9
174	58	13.0
175	58	13.3
176	58	14.9
177	58	21.4
178	58	11.3
179	58	82.7
180	58	127
181	58	60.7
182	58	10.3
183	58	12.2
184	58	12.0
185	58	11.0
186	58	14.3
187	58	15.1
188	58	13.5
189	58	11.9
190	58	17.2
191	58	18.5
192	58	11.4
193	58	16.6
194	58	49.7
195	58	36.9
196	58	100
197	58	11.8
198	58	11.4
199	58	11.8
200	58	11.1
201	58	11.1
202	58	19.9
203	58	26.5
204	58	12.5
205	58	18.9
206	58	19.1
207	58	21.3
208	58	13.1
209	58	17.6
210	58	67.2
211	58	15.7
212	58	11.5
213	58	17.8
214	58	18.2
215	58	12.6
216	58	12.9
217	58	15.7
218	58	15.1
219	58	16.0
220	58	15.0
221	58	12.9
222	58	10.6
223	58	10.2
224	58	13.5
225	58	97.3
226	58	21.0
227	58	14.0
228	58	10.3
229	58	11.2
230	58	16.4
231	58	17.8
232	58	17.1
233	58	12.0
234	58	14.0
235	58	10.8
236	58	13.4
237	58	11.7
238	58	17.6
239	58	71.0
240	58	124
241	58	53.3
242	58	16.5
243	58	12.0
244	58	12.2
245	58	148
246	58	127
247	58	11.9
248	58	10.8
249	58	13.4
250	58	10.8
251	58	13.3
252	58	12.5
253	58	9.87
254	58	20.9
255	58	10.5
256	58	87.6
257	58	15.0
258	58	12.8
259	58	15.7
260	58	10.3
261	58	11.1
262	58	12.7
263	58	24.6
264	58	11.5
265	58	10.4
266	58	9.68
267	58	12.9
268	58	11.5
269	58	35.0
270	58	36.6
271	58	9.96
272	58	12.0
273	58	10.8
274	58	11.6
275	58	15.0
276	58	27.7
277	58	12.0
278	58	11.7
279	58	10.7
280	58	13.6
281	58	21.9
282	58	11.2
283	58	10.4
284	58	77.9
285	58	59.7
286	58	21.1
287	58	16.2
288	58	11.0
289	58	19.6
290	58	13.1
291	58	14.5
292	58	11.0
293	58	24.3
294	58	13.4
295	58	16.6
296	58	12.4
297	58	10.4
298	58	14.2
299	58	112
300	58	93.1
301	58	11.6
302	58	11.7
303	58	14.1
304	58	11.8
305	58	10.9
306	58	26.0
307	58	10.5
308	58	18.2
309	58	12.9
310	58	9.76
311	58	12.6
312	58	21.1
313	58	25.2
314	58	29.9
315	58	128
316	58	45.8
317	58	17.3
318	58	12.9
319	58	19.9
320	58	12.4
321	58	14.4
322	58	14.0
323	58	10.4
324	58	11.1
325	58	12.2
326	58	14.5
327	58	15.6
328	58	17.9
329	58	71.1
330	58	57.3
331	58	17.3
332	58	11.9
333	58	11.7
334	58	12.0
335	58	14.7
336	58	21.6
337	58	12.0
338	58	11.7
339	58	19.4
340	58	15.4
341	58	11.8
342	58	10.5
343	58	12.2
344	58	9.70
345	58	87.6
346	58	14.1
347	58	11.9
348	58	15.0
349	58	21.3
350	58	9.87
351	58	10.3
352	58	10.2
353	58	17.6
354	58	11.6
355	58	30.4
356	58	13.3
357	58	11.9
358	58	13.5
359	58	37.4
360	58	17.5
361	58	9.83
362	58	12.5
363	58	9.87
364	58	9.99
365	58	11.6
366	58	12.2
367	58	18.6
368	58	13.0
369	58	11.0
370	58	11.4
371	58	10.0
372	58	12.4
373	58	9.63
374	58	16.8
375	58	203
376	58	120
377	58	14.5
378	58	9.17
379	58	17.9
380	58	22.1
381	58	13.5
382	58	9.60
383	58	21.3
384	58	14.9
385	58	19.6
386	58	10.5
387	58	10.4
388	58	12.1
389	58	48.0
390	58	84.0
391	58	11.5
392	58	9.62
393	58	9.61
394	58	15.9
395	58	11.5
396	58	11.5
397	58	12.7
398	58	15.7
399	58	17.3
400	58	10.0
401	58	11.1
402	58	11.0
403	58	14.7
404	58	44.9
405	58	123
406	58	37.0
407	58	12.2
408	58	18.2
409	58	11.5
410	58	11.6
411	58	12.7
412	58	18.3
413	58	16.6
414	58	9.47
415	58	11.4
416	58	12.0
417	58	17.1
418	58	10.8
419	58	68.7
420	58	140
421	58	13.7
422	58	10.3
423	58	9.32
424	58	14.1
425	58	11.6
426	58	12.5
427	58	11.2
428	58	9.42
429	58	11.1
430	58	13.3
431	58	11.4
432	58	15.9
433	58	10.2
434	58	107
435	58	45.5
436	58	9.54
437	58	13.4
438	58	10.4
439	58	15.3
440	58	13.1
441	58	11.3
442	58	11.5
443	58	16.6
444	58	10.4
445	58	9.66
446	58	14.0
447	58	17.0
448	58	10.5
449	58	11.5
450	58	10.8
451	58	10.9
452	58	10.4
453	58	10.1
454	58	10.9
455	58	11.6
456	58	16.7
457	58	11.8
458	58	16.9
459	58	15.2
460	58	11.1
461	58	12.2
462	58	11.3
463	58	13.3
464	58	24.0
465	58	100
466	58	25.2
467	58	16.9
468	58	22.4
469	58	17.0
470	58	18.2
471	58	19.8
472	58	11.4
473	58	10.3
474	58	13.6
475	58	17.4
476	58	14.2
477	58	17.6
478	58	100
479	58	83.6
480	58	132
481	58	13.1
482	58	11.7
483	58	9.61
484	58	11.8
